Horse,Date,Track,Distance,Finish_Pos,Barrier,Weight,Margin,SP,Condition
Probabeel,17-Feb-20,TRIAL Royal Randwick,1000m,5/10,,,0.2,,
Probabeel,25-Jan-20,Ellerslie,1600m,1/13,,,1.7,508.0,
Probabeel,04-Jan-20,Awapuni,1400m,1/9,,,1.5,14.0,
Probabeel,05-Oct-19,Randwick,1600m,2/6,,,1.8,94.0,
Probabeel,21-Sep-19,Randwick,1400m,2/9,,,3.3,36.0,
Probabeel,07-Sep-19,Randwick,1200m,4/7,,,0.1,8.0,
Probabeel,06-Apr-19,Randwick,1400m,5/12,,,1.5,22.0,
Probabeel,16-Mar-19,Rosehill Gardens,1200m,6/15,,,0.9,4.0,
Probabeel,26-Jan-19,Ellerslie,1200m,1/14,,,1.4,524.0,
Probabeel,13-Jan-19,Ellerslie,1200m,1/8,,,0.0,12.0,
Probabeel,01-Dec-18,Ellerslie,1100m,1/6,,,0.2,10.0,
Probabeel,10-Nov-18,Te Rapa,1000m,2/7,,,0.0,4.0,
Melody Belle,22-May-21,Doomben,2000m,5/10,,,,17.0,
Melody Belle,08-May-21,Gold Coast,1800m,10/14,,,9.25,6.0,
Melody Belle,27-Apr-21,TRIAL Rosehill Gardens,1030m,8/9,,,2.45,,
Melody Belle,03-Apr-21,Rosehill Gardens,2400m,6/14,,,4.0,15.0,
Melody Belle,13-Mar-21,Ellerslie,2000m,1/8,,,2.7,101.0,
Melody Belle,13-Feb-21,Te Rapa,2000m,9/10,,,1.3,5.0,
Melody Belle,30-Jan-21,Trentham,1600m,1/8,,,2.3,102.0,
Melody Belle,07-Nov-20,Flemington,2000m,3/9,,,1.3,180.0,
Melody Belle,17-Oct-20,Hastings,2040m,1/16,,,1.75,131.0,
Melody Belle,03-Oct-20,Hastings,1600m,1/14,,,2.8,105.0,
Melody Belle,22-Aug-20,Randwick,1400m,11/16,,,0.1,500.0,
Melody Belle,08-Aug-20,Rosehill Gardens,1200m,6/6,,,0.4,4.0,
Melody Belle,31-Jul-20,TRIAL Kensington,850m,1/8,,,1.9,,
Melody Belle,11-Apr-20,Randwick,2000m,6/12,,,0.5,20.0,
Melody Belle,04-Apr-20,Randwick,1600m,4/20,,,3.2,70.0,
Melody Belle,14-Mar-20,Caulfield,1600m,3/15,,,0.6,382.0,
Melody Belle,22-Feb-20,Caulfield,1400m,3/8,,,0.75,45.0,
Melody Belle,09-Nov-19,Flemington,2000m,2/16,,,0.2,360.0,
Melody Belle,02-Nov-19,Flemington,1600m,1/16,,,1.0,602.0,
Melody Belle,05-Oct-19,Hastings,2040m,1/13,,,1.5,141.0,
Melody Belle,21-Sep-19,Hastings,1600m,1/12,,,0.0,113.0,
Melody Belle,31-Aug-19,Hastings,1400m,1/16,,,0.0,113.0,
Melody Belle,17-Aug-19,Te Rapa,1200m,4/12,,,0.0,4.0,
Melody Belle,09-Mar-19,Ellerslie,2000m,1/10,,,0.0,114.0,
Melody Belle,23-Feb-19,Otaki,1600m,1/14,,,0.3,119.0,
Melody Belle,09-Feb-19,Te Rapa,1400m,1/10,,,1.8,119.0,
Melody Belle,19-Jan-19,Trentham,1200m,16/18,,,0.2,250.0,
Melody Belle,01-Jan-19,Ellerslie,1200m,3/14,,,0.1,18.0,
Melody Belle,22-Sep-18,Hastings,1600m,1/14,,,0.3,113.0,
Melody Belle,01-Sep-18,Hastings,1400m,1/15,,,1.8,113.0,
Melody Belle,18-Aug-18,Te Rapa,1200m,1/14,,,0.5,56.0,
Melody Belle,03-Mar-18,Randwick,1400m,9/11,,,0.1,5.0,
Melody Belle,17-Feb-18,Randwick,1200m,5/11,,,0.7,4.0,
Melody Belle,27-Jan-18,Ellerslie,1200m,1/10,,,0.3,38.0,
Melody Belle,01-Jan-18,Ellerslie,1200m,6/10,,,0.0,1.0,
Melody Belle,09-Dec-17,Ellerslie,1200m,3/8,,,0.1,3.0,
Melody Belle,10-Jun-17,Doomben,1600m,10/14,,,0.2,600.0,
Melody Belle,27-May-17,Eagle Farm,1400m,1/18,,,1.1,163.0,
Melody Belle,09-May-17,TRIAL Deagon,1050m,2/4,,,4.8,,
Melody Belle,01-Apr-17,Awapuni,1400m,1/14,,,0.1,126.0,
Melody Belle,29-Jan-17,Ellerslie,1200m,1/14,,,0.0,530.0,
Melody Belle,14-Jan-17,Ellerslie,1200m,8/10,,,0.0,193.0,
Melody Belle,03-Dec-16,Trentham,1100m,3/8,,,1.4,8.0,
Melody Belle,12-Oct-16,Ruakaka,900m,1/7,,,0.1,4.0,
Avantage,18-Jul-24,Funabashi,1500m,7/12,,56.0,,2.0,
Avantage,28-Jun-24,Funabashi,1600m,9/9,,56.0,0.5,2.0,
Avantage,09-Sep-23,Nakayama,1800m,6/10,,56.0,5.0,15.0,
Avantage,22-Aug-23,Kanazawa,1500m,3/8,,53.0,4.0,144.0,
Avantage,22-Apr-23,Kyoto,1900m,5/12,,51.0,0.3,10.0,
Avantage,09-Apr-23,Hanshin,1800m,2/16,,55.0,2.05,2.0,
Avantage,28-Jan-23,Chukyo,1900m,6/15,,56.0,1.25,10.0,
Avantage,15-Jan-23,Chukyo,1900m,2/11,,56.0,1.75,2.0,
Avantage,07-Jan-23,Chukyo,1900m,5/13,,56.0,1.5,10.0,
Avantage,25-Dec-22,Hanshin,1800m,3/14,,56.0,0.6,1.0,
Te Akau Shark,11-Apr-20,Randwick,2000m,5/12,,,,45.0,
Te Akau Shark,21-Mar-20,Rosehill Gardens,1500m,3/9,,,3.2,98.0,
Te Akau Shark,29-Feb-20,Randwick,1600m,1/13,,,0.2,349.0,
Te Akau Shark,08-Feb-20,Te Rapa,1400m,1/8,,,0.5,191.0,
Te Akau Shark,26-Oct-19,Moonee Valley,2040m,3/14,,,2.8,375.0,
Te Akau Shark,05-Oct-19,Randwick,1600m,2/19,,,1.5,188.0,
Te Akau Shark,07-Sep-19,Randwick,1400m,2/13,,,0.1,36.0,
Te Akau Shark,17-Aug-19,Te Rapa,1200m,2/12,,,3.0,19.0,
Te Akau Shark,14-Nov-18,Riccarton Park,1600m,1/11,,,0.8,122.0,
Te Akau Shark,06-Oct-18,Hastings,1400m,1/12,,,0.0,39.0,
Te Akau Shark,01-Sep-18,Hastings,1200m,1/10,,,0.0,17.0,
Te Akau Shark,11-Nov-17,Riccarton Park,1600m,4/12,,,0.0,22.0,
Te Akau Shark,14-Oct-17,Matamata,1400m,1/8,,,0.0,15.0,
Te Akau Shark,20-Sep-17,Te Rapa,1100m,1/9,,,0.0,6.0,
Kolding,10-Jun-23,Eagle Farm,2200m,14/14,,,,1.0,
Kolding,27-May-23,Eagle Farm,1800m,8/11,,,2.24,2.0,
Kolding,06-May-23,Sunshine Coast,1800m,7/10,,,2.69,6.0,
Kolding,28-Apr-23,TRIAL Rosehill Gardens,1030m,6/8,,,0.6,,
Kolding,15-Apr-23,Randwick,1400m,8/11,,,0.03,15.0,
Kolding,27-Mar-23,TRIAL Rosehill Gardens,1030m,8/8,,,1.77,,
Kolding,19-Nov-22,Kembla Grange,1600m,13/16,,,1.02,1.0,
Kolding,05-Nov-22,Flemington,1600m,10/11,,,1.0,3.0,
Kolding,29-Oct-22,Rosehill Gardens,1300m,11/11,,,1.25,3.0,
Kolding,21-Oct-22,TRIAL Rosehill Gardens,1030m,5/10,,,1.82,,
Kolding,07-Oct-22,TRIAL Warwick Farm,1175m,3/10,,,0.09,,
Kolding,23-Sep-22,TRIAL Warwick Farm,1200m,2/5,,,0.49,,
Kolding,10-Sep-22,Rosehill Gardens,1300m,11/11,,,0.5,250.0,
Kolding,11-Jun-22,Eagle Farm,2200m,2/15,,,0.52,216.0,
Kolding,28-May-22,Eagle Farm,1800m,3/11,,,1.0,13.0,
Kolding,07-May-22,Gold Coast,1800m,10/11,,,1.25,6.0,
Kolding,29-Apr-22,TRIAL Rosehill Gardens,1030m,4/7,,,1.3,,
Kolding,16-Apr-22,Randwick,1400m,13/14,,,0.19,600.0,
Kolding,08-Apr-22,TRIAL Warwick Farm,1175m,5/8,,,3.29,,
Kolding,19-Mar-22,Rosehill Gardens,1500m,8/9,,,0.84,10.0,
Kolding,05-Mar-22,Randwick,1300m,4/9,,,1.59,22.0,
Kolding,21-Feb-22,TRIAL Rosehill Gardens,900m,8/9,,,4.16,,
Kolding,12-Feb-22,Randwick,1400m,11/13,,,0.62,250.0,
Kolding,31-Jan-22,TRIAL Rosehill Gardens,1000m,7/10,,,3.14,,
Kolding,17-Jan-22,TRIAL Rosehill Gardens,900m,5/7,,,0.2,,
Kolding,18-Sep-21,Randwick,1600m,9/9,,,0.69,8.0,
Kolding,10-Sep-21,TRIAL Randwick,1000m,7/8,,,0.88,,
Kolding,21-Aug-21,Randwick,1400m,9/14,,,0.1,5.0,
Kolding,07-Aug-21,Randwick,1200m,5/7,,,0.31,5.0,
Kolding,27-Jul-21,TRIAL Randwick,900m,6/7,,,0.91,,
Kolding,16-Jul-21,TRIAL Rosehill Gardens,900m,8/8,,,34.0,,
Kolding,24-Apr-21,Randwick,1400m,1/13,,,3.71,349.0,
Kolding,27-Mar-21,Rosehill Gardens,1500m,10/13,,,0.1,8.0,
Kolding,27-Feb-21,Randwick,1600m,5/9,,,0.3,14.0,
Kolding,13-Feb-21,Randwick,1400m,2/8,,,0.4,46.0,
Kolding,30-Jan-21,Rosehill Gardens,1200m,2/6,,,2.0,36.0,
Kolding,15-Jan-21,TRIAL Rosehill Gardens,900m,8/10,,,2.0,,
Kolding,04-Jan-21,TRIAL Rosehill Gardens,900m,5/8,,,0.1,,
Kolding,24-Oct-20,Moonee Valley,2040m,13/14,,,0.3,5.0,
Kolding,03-Oct-20,Randwick,2000m,1/8,,,2.0,289.0,
Kolding,19-Sep-20,Randwick,1600m,1/7,,,2.0,292.0,
Kolding,05-Sep-20,Randwick,1400m,2/11,,,0.4,36.0,
Kolding,22-Aug-20,Randwick,1400m,13/16,,,0.3,500.0,
Kolding,14-Aug-20,TRIAL Kensington,850m,7/8,,,0.4,,
Kolding,31-Jul-20,TRIAL Kensington,850m,5/7,,,50.0,,
Kolding,17-Jul-20,TRIAL Rosehill Gardens,1030m,5/7,,,0.5,,
Kolding,11-Apr-20,Randwick,2000m,8/12,,,5.0,20.0,
Kolding,04-Apr-20,Randwick,1600m,7/20,,,3.2,15.0,
Kolding,14-Mar-20,Caulfield,1600m,7/15,,,0.6,85.0,
Kolding,22-Feb-20,Caulfield,1400m,5/8,,,1.25,12.0,
Kolding,01-Feb-20,Randwick,1200m,4/7,,,2.45,8.0,
Kolding,23-Jan-20,TRIAL Royal Randwick,900m,5/10,,,2.0,,
Kolding,14-Jan-20,TRIAL Rosehill Gardens,900m,6/9,,,0.1,,
Kolding,02-Nov-19,Rosehill Gardens,1500m,1/16,,,0.8,4.0,
Kolding,18-Oct-19,TRIAL Rosehill Gardens,1030m,1/6,,,0.4,,
Kolding,05-Oct-19,Randwick,1600m,1/19,,,0.4,587.0,
Kolding,21-Sep-19,Randwick,1400m,1/10,,,0.1,84.0,
Kolding,07-Sep-19,Randwick,1400m,5/13,,,0.2,5.0,
Kolding,27-Aug-19,TRIAL Royal Randwick,1045m,3/7,,,3.1,,
Kolding,20-Aug-19,TRIAL Rosehill Gardens,893m,5/7,,,0.1,,
Kolding,08-Jun-19,Eagle Farm,1600m,1/15,,,0.0,203.0,
Kolding,25-May-19,Randwick,1500m,1/11,,,0.5,58.0,
Kolding,08-May-19,Canterbury,1250m,1/8,,,1.8,22.0,
Kolding,22-Apr-19,Kensington,1300m,1/8,,,3.3,28.0,
Kolding,08-Apr-19,TRIAL Rosehill Gardens,900m,3/6,,,1.5,,
Kolding,27-Feb-19,Rosehill Gardens,1500m,3/11,,,4.8,5.0,
Kolding,20-Feb-19,Kensington,1400m,3/8,,,2.0,5.0,
Kolding,06-Feb-19,Kensington,1400m,2/11,,,0.2,8.0,
Kolding,23-Jan-19,Canterbury,1200m,1/8,,,1.8,22.0,
Kolding,15-Jan-19,TRIAL Rosehill Gardens,900m,1/10,,,0.2,,
Kolding,19-Sep-18,Warwick Farm,1400m,3/9,,,0.2,5.0,
Kolding,05-Sep-18,Kensington,1400m,4/11,,,1.3,3.0,
Kolding,18-Aug-18,Kembla Grange,1200m,6/13,,,0.7,400.0,
Kolding,10-Aug-18,TRIAL Warwick Farm,795m,3/8,,,1.7,,
Kolding,20-Jul-18,TRIAL Warwick Farm,798m,6/9,,,0.3,,
Kolding,01-May-18,TRIAL Royal Randwick,1050m,7/10,,,2.8,,
Life Is Good,18-Feb-24,Sha Tin,1200m,12/12,,,0.5,1.0,
Life Is Good,31-Jan-24,Happy Valley,1000m,11/12,,,2.3,1.0,
Life Is Good,23-Jan-24,TRIAL Sha Tin,1050m,4/10,,,0.3,,
Life Is Good,04-Jan-24,Happy Valley,1000m,8/11,,,1.8,1.0,
Life Is Good,20-Dec-23,Happy Valley,1000m,1/12,,,1.5,655.0,
Life Is Good,12-Dec-23,TRIAL Sha Tin,1050m,2/4,,,0.5,,
Life Is Good,30-Nov-23,TRIAL Sha Tin,1050m,4/4,,,0.1,,
Life Is Good,17-Nov-23,TRIAL Conghua Turf,1000m,7/7,,,3.6,,
Life Is Good,02-Nov-23,TRIAL Conghua Awt,1200m,3/4,,,3.5,,
Life Is Good,19-Oct-23,TRIAL Conghua Awt,1200m,5/5,,,0.5,,
Life Is Good,17-May-23,Happy Valley,1000m,10/12,,,7.8,1.0,
Life Is Good,10-May-23,Sha Tin,1200m,9/11,,,1.3,1.0,
Life Is Good,12-Apr-23,Happy Valley,1000m,10/11,,,0.2,1.0,
Life Is Good,29-Mar-23,Sha Tin,1200m,7/12,,,1.1,1.0,
Life Is Good,15-Mar-23,Happy Valley,1000m,8/12,,,3.3,1.0,
Life Is Good,17-Feb-23,TRIAL Sha Tin,1050m,4/8,,,1.8,,
Life Is Good,08-Feb-23,Happy Valley,1000m,10/10,,,1.5,1.0,
Life Is Good,18-Jan-23,Happy Valley,1000m,12/12,,,1.0,1.0,
Life Is Good,01-Jan-23,Sha Tin,1000m,14/14,,,2.1,1.0,
Life Is Good,13-Dec-22,TRIAL Sha Tin,1200m,9/10,,,0.6,,
Life Is Good,26-Nov-22,TRIAL Happy Valley,1000m,6/9,,,4.3,,
Life Is Good,08-Nov-22,TRIAL Sha Tin,800m,3/12,,,3.3,,
Life Is Good,23-Jun-22,Naas,1207m,1/9,,,0.3,12.0,
Life Is Good,09-Jun-22,Cork,1006m,2/13,,,4.0,12.0,
Life Is Good,24-Aug-21,Deauville,1200m,4/7,,58.0,30.0,2.0,
Life Is Good,02-Aug-21,Dieppe,1100m,3/7,,58.0,4.7,,
Life Is Good,09-Jul-21,Saint-Cloud,1200m,2/8,,58.0,0.3,27.0,
Knicks Go,30-Jan-22,Gulfstream,1810m,2/9,,,,600.0,
Knicks Go,07-Nov-21,Del Mar,2010m,1/8,,56.0,3.25,3.0,
Knicks Go,08-Aug-21,Saratoga,1810m,1/5,,55.5,2.75,630.0,
Knicks Go,03-Jul-21,Prairie Meadows,1810m,1/6,,56.0,6.25,189.0,
Knicks Go,06-Jun-21,Belmont Park,1610m,4/6,,52.5,10.25,70.0,
Knicks Go,24-Jan-21,Gulfstream,1810m,1/12,,57.0,1.75,1.0,
Knicks Go,08-Nov-20,Keeneland,1610m,1/12,,56.0,2.75,630.0,
Knicks Go,05-Oct-20,Keeneland,1710m,1/6,,57.0,3.5,47.0,
Knicks Go,23-Feb-20,Oaklawn Park,1710m,1/4,,55.0,25.0,55.0,
Knicks Go,05-Oct-19,Keeneland,1410m,2/5,,53.5,,15.0,
Knicks Go,12-Aug-19,Ellis Park,1610m,2/4,,53.5,,20.0,
Knicks Go,14-Apr-19,Keeneland,1710m,4/5,,54.0,,14.0,
Knicks Go,10-Feb-19,Tampa Bay Downs,1710m,5/5,,53.5,,250.0,
Knicks Go,03-Nov-18,Churchill Downs,1710m,2/5,,53.5,,400.0,
Knicks Go,07-Oct-18,Keeneland,1710m,1/5,,55.5,,315.0,
Knicks Go,05-Jul-18,Ellis Park,1010m,1/4,,55.0,,26.0,
Hot Rod Charlie,06-Nov-22,Keeneland,2010m,6/8,,,11.0,6.0,
Hot Rod Charlie,07-Aug-22,Saratoga,1810m,3/5,,57.0,5.0,100.0,
Hot Rod Charlie,19-Jun-22,Monmouth Park,1610m,2/5,,56.0,2.1,30.0,
Hot Rod Charlie,27-Dec-21,Santa Anita,1710m,2/7,,56.0,10.0,40.0,
Hot Rod Charlie,07-Nov-21,Del Mar,2010m,4/8,,55.0,5.0,420.0,
Hot Rod Charlie,18-Jul-21,Monmouth Park,1810m,7/7,,55.5,50.0,1.0,
Hot Rod Charlie,06-Jun-21,Belmont Park,2410m,2/8,,54.0,22.8,300.0,
Hot Rod Charlie,31-Jan-21,Santa Anita,1710m,3/6,,57.0,25.0,10.0,
Hot Rod Charlie,08-Nov-20,Keeneland,1710m,2/14,,54.5,25.0,400.0,
Hot Rod Charlie,03-Oct-20,Santa Anita,1610m,1/5,,55.5,5.0,45.0,
Hot Rod Charlie,08-Sep-20,Del Mar,1610m,5/10,,55.5,0.25,71.0,
Hot Rod Charlie,15-Aug-20,Del Mar,1010m,3/7,,54.5,2.25,7.0,
Hot Rod Charlie,12-Jul-20,Del Mar,1010m,4/6,,54.5,50.0,4.0,
Mandaloun,31-Jul-22,Del Mar,1710m,4/9,,,,21.0,
Mandaloun,18-Jul-21,Monmouth Park,1810m,1/7,,55.0,6.5,630.0,
Mandaloun,14-Jun-21,Monmouth Park,1710m,1/5,,54.0,0.0,94.0,
Mandaloun,17-Jan-21,Fair Grounds,1710m,3/8,,52.5,0.25,20.0,
Mandaloun,29-Nov-20,Churchill Downs,1410m,1/10,,55.5,1.1,54.0,
Mandaloun,25-Oct-20,Keeneland,1210m,1/11,,55.5,1.25,44.0,
Midnight Bisou,02-Aug-20,Saratoga,1810m,2/5,,53.5,0.25,100.0,
Midnight Bisou,28-Jun-20,Churchill Downs,1810m,1/7,,53.5,6.5,126.0,
Midnight Bisou,03-Nov-19,Santa Anita,1810m,2/5,,54.5,9.75,400.0,
Midnight Bisou,29-Sep-19,Belmont Park,1810m,1/4,,56.0,,189.0,
Midnight Bisou,25-Aug-19,Saratoga,1810m,1/4,,56.0,,441.0,
Midnight Bisou,21-Jul-19,Monmouth Park,1710m,1/4,,54.5,,94.0,
Midnight Bisou,09-Jun-19,Belmont Park,1710m,1/4,,52.5,,441.0,
Midnight Bisou,15-Apr-19,Oaklawn Park,1710m,1/4,,53.0,,472.0,
Midnight Bisou,17-Mar-19,Oaklawn Park,1710m,1/4,,55.5,,220.0,
Midnight Bisou,04-Nov-18,Churchill Downs,1810m,3/5,,53.0,9.0,200.0,
Midnight Bisou,19-Aug-18,Saratoga,2010m,3/4,,56.0,,60.0,
Midnight Bisou,23-Jul-18,Saratoga,1810m,2/4,,55.0,,60.0,
Midnight Bisou,01-Jul-18,Belmont Park,1710m,1/4,,55.0,,157.0,
Midnight Bisou,05-May-18,Churchill Downs,1810m,3/5,,55.0,11.0,100.0,
Midnight Bisou,08-Apr-18,Santa Anita,1710m,1/5,,55.0,,252.0,
Midnight Bisou,04-Mar-18,Santa Anita,1710m,1/4,,55.0,,63.0,
Midnight Bisou,08-Jan-18,Santa Anita,1410m,1/5,,54.5,,126.0,
Midnight Bisou,19-Nov-17,Del Mar,1410m,2/4,,54.5,,20.0,
Midnight Bisou,28-Oct-17,Santa Anita,1210m,2/4,,53.5,,10.0,
Monomoy Girl,26-Mar-26,Sanliurfa,1800m,2/9,,,3.0,490000.0,
Monomoy Girl,17-Mar-26,Sanliurfa,1400m,1/9,,,3.0,280.0,
Monomoy Girl,10-Mar-26,Sanliurfa,1400m,6/16,,,0.5,490.0,
Monomoy Girl,04-Dec-25,Sanliurfa,1700m,13/14,,,18.05,350.0,
Monomoy Girl,25-Nov-25,Sanliurfa,1400m,9/16,,,6.0,350.0,
Monomoy Girl,18-Nov-25,Sanliurfa,1200m,5/16,,,5.0,10.0,
Monomoy Girl,26-Oct-25,Diyarbakir,1200m,3/8,,,4.5,50.0,
Monomoy Girl,05-Oct-25,Diyarbakir,1700m,11/15,,,6.0,350.0,
Monomoy Girl,23-Sep-25,Sanliurfa,1400m,11/14,,,9.0,350.0,
Monomoy Girl,16-Sep-25,Sanliurfa,1200m,7/14,,,0.25,350.0,
Monomoy Girl,31-Aug-25,Adana,1400m,6/10,,,0.05,612.0,
Monomoy Girl,24-Aug-25,Diyarbakir,1700m,2/10,,,2.0,62.0,
Monomoy Girl,10-Aug-25,Diyarbakir,1200m,2/13,,,1.5,80.0,
Letruska,10-Oct-22,Keeneland,1810m,4/5,,,,42.0,
Letruska,28-Aug-22,Saratoga,1810m,3/5,,56.0,8.5,60.0,
Letruska,12-Jun-22,Belmont Park,1710m,5/5,,56.0,0.5,500.0,
Letruska,27-Feb-22,Gulfstream,1710m,1/6,,56.0,2.35,94.0,
Letruska,07-Nov-21,Del Mar,1810m,10/11,,54.5,0.0,2.0,
Letruska,11-Oct-21,Keeneland,1810m,1/6,,55.0,0.55,315.0,
Letruska,29-Aug-21,Saratoga,1810m,1/9,,56.0,1.75,378.0,
Letruska,06-Jun-21,Belmont Park,1710m,1/5,,54.5,0.5,315.0,
Letruska,13-Dec-20,Gulfstream,1610m,1/6,,55.5,75.0,63.0,
Letruska,05-Oct-20,Belmont Park,1810m,4/4,,53.5,6.75,10.0,
Letruska,31-Aug-20,Saratoga,1810m,1/9,,56.0,5.25,78.0,
Letruska,09-Aug-20,Saratoga,1410m,5/7,,53.5,1.0,300.0,
Letruska,28-Jun-20,Gulfstream,1610m,1/8,,53.0,2.5,37.0,
Letruska,01-May-20,Oaklawn Park,1610m,3/7,,56.0,50.0,6.0,
Letruska,17-Apr-20,Oaklawn Park,1710m,1/4,,55.0,,39.0,
Letruska,09-Dec-19,Gulfstream,2010m,1/5,,52.0,,53.0,
Shedaresthedevil,07-Aug-22,Del Mar,1710m,3/5,,56.0,,40.0,
Shedaresthedevil,07-Nov-21,Del Mar,1810m,6/11,,56.0,1.75,2.0,
Shedaresthedevil,02-Aug-21,Del Mar,1710m,1/5,,56.0,0.55,189.0,
Shedaresthedevil,06-Jun-21,Belmont Park,1710m,3/5,,55.0,3.25,50.0,
Shedaresthedevil,05-Oct-20,Keeneland,1810m,3/6,,55.5,75.0,40.0,
Shedaresthedevil,05-Sep-20,Churchill Downs,1810m,1/9,,55.0,3.25,787.0,
Shedaresthedevil,09-Jul-20,Horseshoe Indianapolis,1710m,1/8,,55.0,3.0,126.0,
Shedaresthedevil,06-Jun-20,Churchill Downs,1710m,1/8,,54.0,6.75,52.0,
Shedaresthedevil,02-May-20,Oaklawn Park,1710m,3/14,,53.5,12.25,40.0,
Shedaresthedevil,08-Mar-20,Oaklawn Park,1710m,1/4,,55.0,,189.0,
Shedaresthedevil,16-Feb-20,Oaklawn Park,1710m,2/4,,53.0,,17.0,
Shedaresthedevil,14-Oct-19,Santa Anita,1210m,2/4,,52.0,,19.0,
Shedaresthedevil,03-Sep-19,Del Mar,1610m,4/4,,55.5,,7.0,
Shedaresthedevil,14-Jun-19,Churchill Downs,1110m,1/4,,53.5,,59.0,
Malathaat,06-Nov-22,Keeneland,1810m,1/8,,,9.0,1.0,
Malathaat,10-Oct-22,Keeneland,1810m,1/5,,56.0,0.05,378.0,
Malathaat,28-Aug-22,Saratoga,1810m,1/5,,56.0,5.25,378.0,
Malathaat,25-Jul-22,Saratoga,1810m,2/4,,56.0,0.5,40.0,
Malathaat,12-Jun-22,Belmont Park,1710m,2/5,,56.0,3.25,100.0,
Malathaat,23-Apr-22,Keeneland,1710m,1/6,,55.5,0.1,189.0,
Malathaat,07-Nov-21,Del Mar,1810m,3/11,,54.5,0.75,200.0,
Malathaat,22-Aug-21,Saratoga,2010m,1/7,,55.0,0.05,378.0,
Malathaat,25-Jul-21,Saratoga,1810m,2/4,,55.0,1.5,100.0,
Malathaat,04-Apr-21,Keeneland,1710m,1/6,,55.0,0.1,252.0,
Malathaat,06-Dec-20,Aqueduct,1810m,1/6,,55.0,0.1,94.0,
Malathaat,07-Nov-20,Aqueduct,1610m,1/5,,53.5,0.75,63.0,
Malathaat,10-Oct-20,Belmont Park,1410m,1/6,,54.5,7.75,39.0,
Clairiere,15-Jan-25,Riccarton Park,2000m,14/16,,,,16.0,
Clairiere,05-Jan-25,Greymouth,1500m,5/11,,,2.8,370.0,
Clairiere,06-Dec-24,Riccarton Park Synthetic,1400m,5/13,,,2.7,1.0,
Clairiere,16-Nov-24,Riccarton Park,1400m,11/14,,,0.8,30.0,
Clairiere,03-Nov-24,Ashburton,1400m,6/10,,,3.8,370.0,
Clairiere,12-Oct-24,Ashburton,1400m,8/14,,,0.6,375.0,
